Procedure ID,,Description,Amount
824254,,CATH BLNDIL 4F 4MM 150CM,1871
824260,,CATH KIT PLEURX PLR     ,2987.22
824262,,STENT PFLX 18X23X120    ,3700
824263,,STEM HIP PRIM OFST 15MM ,5370
824265,,BASEPLATE GNSIS2 2RT KN ,2000
824266,,COMPNT PTLR RSRFC 9X32MM,500
824268,,CATH APEX NC RX 3.25X15 ,1023
824271,,SPACER 30/38 13.5X8 DEG ,11000
824275,,BASEPLATE GNSIS2LT SZ6  ,2000
824280,,SHUNT CAROTID 4X5       ,3007.97
824281,,PLATE NAR 188MM SS 4.5MM,1060.08
824282,,ELECTRD ESURG BLDE 4IN  ,610
824283,,ELCTRD BLDE PTFE 6.5IN  ,92
824284,,FILTER ASP SAFE TCH     ,38
824286,,SCREW BN ENCR 6.5X25MM  ,155
824287,,POWDER SRGFM GEL 1GM    ,1127.4
824312,,PACEMKR ACCNT 2CH PM2210,6400
824322,,COMPNT TIBTRY KN 2.65X43,5268.9
824323,,CATH ATHRCM 5FR 135X1.4 ,8183
824327,,COMPNT TIBTRY KN SZ5    ,5268.9
824328,,TRAY TIB 6 MBT RVSN     ,4939.2
824332,,SPONGE HMSTC 4X3IN      ,1019.86
824333,,SHELL BIP 43MM ACTB     ,1130
824334,,SHELL 50                ,1130
824335,,CUP BI-POLAR 28MMX41MM  ,820
824339,,SLEEVE TIB KN POR 45MM  ,2895.9
824346,,CMPNT PATELLA 3PG 29MM  ,500
824348,,INSERT 15MM 200-22-15   ,1100
824349,,INSERT TIB CRU 3 11MM   ,1100
824355,,COMPNT TIBTRY KN 60MM   ,2895.9
824367,,VALVE AOR PRMT RSR 19   ,8990
824378,,HOOK ELASTIC BLUNT 2MM  ,170.4
824388,,HEAD FEM HIP NTRL 22MM  ,700
824389,,CENTRALZR STM DIST 13.5 ,200
824404,,BLN OPTPR 6F 8X4X80     ,1634
824411,,RNG ANLPLS MTRL SYS 32  ,3010
824416,,HEAD FEM 497-28-035     ,700
824417,,HEAD FEM 497-28-350     ,700
824419,,STEM FEM MST OPN KN HNG ,7545
824420,,STEM FEM 500000025      ,3429.4
824421,,STEM FEM POR HEX 14X27  ,4160
824424,,LEAD DEV RTRV LCK KIT 2 ,3049
824425,,CUTTER LEAD PCNG 8IN    ,735
824426,,KIT ACCSSRY LEAD LCK DEV,980
824431,,HEAD HUM SHLDR 21X50MM  ,3288
824449,,KIT PACING ACC PIN CAP  ,80
824450,,CAP IV TRUWV NVNT M     ,31.6
824453,,MORCELLATOR 962000PK    ,11472
824455,,STYLET PCNG LEAD 6091-53,640
824456,,ROD SPN 38X51 H LINK    ,1620
824457,,GWIRE ORTH 6IN .062IN   ,360
824467,,TRAY MOD TIB CEM COCR 2 ,1820
824468,,EXPANDER TISS 400ML 12  ,2490
824471,,NEEDLE SUT SCRPN SRFIRE ,1241
824475,,GWIRE ORTH 38IN 3.2MM   ,1025.63
824486,,CONN SHNT1.8X1.2 901-410,659.4
824489,,VALVE AORTIC 18MM SC    ,8146
824493,,CAUT BTRY DXSTK OPT HTMP,162.6
824499,,KIT CATH CV 5FR 3LUM 5CM,561.6
824500,,BIT DRL 3MM 4.4MM       ,1724.66
824505,,PLATE 20MM TRULKSUP EXFX,612.8
824506,,RING FULL TRLCK EXFX 160,6260.1
824507,,RING EXFX TRULCK 160MM  ,3372.6
824509,,CANNULA TWIST-IN 6MMX7CM,500
824510,,LEAD PCNG ATTAIN 88CM   ,3390
824511,,TRAY MOD TIB CM COCR 2.5,1820
824512,,ANCH SUT 4.5 HELX PEEK  ,682
824514,,COMP ART SUR LPS SZ D 3-,1100
824517,,DISSECTOR RLZE ENDO     ,1290.1
824518,,PORT & APPLIER RLZE INJ ,1500.24
824519,,SCREW BN 3.5MM 24MM PRLC,356
824520,,SCREW BN PRLOC 3.5X26MM ,384
824521,,SCREW BN PRLOC 3.5X40MM ,356
824522,,PLATE BN LCK 6HL 93X3.5 ,3390
824529,,HEAD BIP 43X28MM ACMTCH ,900
824530,,SHELL ACTB BIP 46X28MM  ,900
824532,,SCREW TIB PHNX 5X30MM   ,473.04
824533,,TRAY MOD TIB CEM COCR 5 ,1820
824535,,NAIL RT HIP GMA3 10X340 ,4590.48
824536,,SCREW CANC 4X14 ACMD    ,176
824537,,SCREW CANC 4X16 ACMD    ,176
824538,,SCREW CANC 4X18 ACMD    ,176
824550,,SCREW CORT 3.5X16       ,162
824552,,SCREW CORT 3.5X18       ,162
824553,,SCREW CORT 3.5X20       ,162
824554,,SCREW BN CORT 3.5X22.5MM,154
824556,,CATH CHLGM 4FR 50CM     ,1080
824559,,CATH ESCP L85 L7 OD47.5 ,2749.95
824561,,CTHGD VBT 6F 070 RDC1 55,1080
824563,,CATH SWN GNZ SVC INSRT5F,1087.31
824566,,DILAMEZINSERTS          ,520
824568,,STEM EXT TIB KN 90X13MM ,1058.4
824569,,TAPER CEM STEM 15X90    ,1058.4
824570,,INSTER TIB KN 2 22.5MM  ,1500
824571,,INSERT TIB PFC 2 22.5MM ,1500
824572,,INS TIB 2.5 22.5 RP STB ,1500
824574,,INSERT TIB KN 2.5X25MM  ,1500
824576,,INS TIB 3 22.5 RP STB   ,1500
824577,,INS TIB 4 22.5 STB      ,1500
824578,,INS TIB 4 25 STB        ,1500
824579,,INSERT TIB 5 22.5 STB   ,1500
824581,,INS TIB 5 25 STB        ,1500
824583,,INSERT TIB 6 22.5 STB   ,1500
824584,,INS TIB 6 25 STB        ,1500
824585,,CATH BLN APEX RX 3.5X15 ,1023
824587,,INSERT UHMPW KN 2 17.5MM,2648.8
824588,,INSRT TIB 2 20 KN UHMWPE,2828.7
824589,,IMPL ORBT SUPFOIL .4X4X4,12.32
824597,,JOINT FLX HNG TOE SZ3S  ,2024
824598,,INS TIB 2.5X10 TC3 RP   ,2828.7
824599,,INSERT TIB 2.5 12.5 KN  ,2828.7
824601,,INSERT TIB 15MM #2.5KN  ,2828.7
824605,,INSERT TIB 2.5 20MM KN U,2648.8
824606,,INS TIB 2.5X22.5 TC3 RP ,2648.8
824607,,INSERT TIB KN 2.5 25MM  ,2648.8
824608,,INS TIB 2.5 H30 TC3 RP  ,2648.8
824609,,INS TIB 3 H10.0 TC3 RP  ,2828.7
824610,,INSERT TIB 3 KN 12.5MM  ,2828.7
824611,,INS TIB 3 H15.0 TC3 RP  ,2828.7
824614,,INSERT TIB KN SZ3 17.5MM,2828.7
824615,,INSERT KN TIB3 20MM     ,2828.7
824616,,INSERT TIB KN SZ3 22.5MM,2828.7
824618,,INSRT TIB3 30MM KN UHMWP,2648.8
824619,,INSERT TIB KN SZ4 10MM  ,2828.7
824622,,INSERT TIB 4 H12.5 TC3 R,2828.7
824623,,INSRT TIB TC3 SZ 4 15.0 ,2828.7
824627,,CATH APEX NC RX 3.75X15 ,1023
824646,,STNT VSC WLL10X39X75-100,1925
824647,,STNT VSC WLL10X39X135-60,2140
824648,,STNT VSC WLL10X49X75-100,1925
824649,,STNT VSC WLL10X49X135-60,2140
824650,,STNT VSC WLL10X69X75-100,3088
824651,,STNT VSC WLL10X69X135-60,3266
824656,,RPD REFL CONT INJ SYST  ,400
824658,,STABILIZER ACC SUP 6221 ,700
824659,,INSERT TIB KN SZ4 17.5MM,2828.7
824661,,INSERT TIB KN TC3 4X20MM,2828.7
824662,,INS TIB TC3 SZ 4X22.5   ,2648.8
824663,,INSERT TIB 4 H25.0MM TC3,2648.8
824665,,INSERT TIB SZ4 30MM JTDV,2648.8
824666,,INS TIB 5X10 TC3 RP     ,2828.7
824667,,INSERT TIB 5 12.5MM KN U,2828.7
824668,,INSERT KN UHMWP SZ5 15MM,2828.7
824669,,INS TIB 5 H17.5 TC3 RP  ,2828.7
824670,,INSERT TIB KN SZ5 20MM  ,2828.7
824671,,INS TIB 5 H22.5 TC3 RP  ,2828.7
824673,,INSERT TIB TC3 5 H25.0MM,2648.8
824677,,JOINT FNGR SR 00 MCP SIL,1300
824678,,JOINT FNGR SR 10 MCP SIL,1559.9
824679,,JOINT FNGR SIL 20 MTCRP ,1559.9
824680,,JOINT FNGR MCP SIL 30   ,1559.9
824681,,JOINT FNGR MCP THB 40   ,1120
824682,,JOINT FNGR 50 MCP THB SI,730
824683,,JOINT FNGR 60 FNGR SIL  ,1120
824687,,PLATE MTL 4 HL          ,1422
824688,,SCREW BN 2MM 12MM       ,198
824692,,CATH BLN APEX RX 4.0X15 ,1023
824693,,CATH BLN APEX NC RX 4.5X,1023
824694,,CATH BLN DIL D5 X L15 MM,1023
824695,,CATH BLN APEX NC 2.0X20 ,1023
824696,,CATH BLN APEX NC 2.25X20,1023
824698,,CATH BLN APEX NC 2.50X20,1023
824701,,STENT BIL PLMAZ XL 10X40,2779.5
824706,,PLATE DIST HUM PST LAT  ,1615
824707,,PLATE DIST HUM MEDIAL SM,1611.2
824710,,STENT TAG 26MM 10CM     ,24750
824711,,KIT CATH PERC ART 18GA  ,1003.97
824712,,INSRT KIT PERC VNS      ,905.6
824714,,JOINT FNGR 10 PROX MCP  ,1559.9
824715,,JNT FNGR SIL 20 PRXM    ,1559.9
824716,,JOINT FNGR SIL 30 PROX  ,1559.9
824723,,BRACHYTX NS YTTRIUM 90  ,32000
824724,,INSERT TIB 1.5 10MM     ,1500
824725,,INSERT TIB 1.5 12.5MM   ,1500
824726,,INSERT TIB 1.5 17.5MM   ,1500
824728,,INSERT TIB 1.5 H10.0MM R,1500
824729,,INSERT TIB 1.5 15MM     ,1500
824731,,REAMER SURG 3.1MM ROD   ,2186.38
824732,,REAMER SURG 3.7MM DISP  ,2186.38
824735,,INSERT TIB 1.5 17.5MM   ,1500
824736,,INSERT TIB 1.5 20MM     ,1500
824738,,CMPNT TIBTRY KN MED 53MM,2895.9
824739,,INSERT TIB 1.5 15MM     ,1500
824740,,INS TIB 1.5 12.5MM STAB ,1500
824742,,CAGE PEEK TI SYNFIS -LR ,10300
824746,,STEM SMT CMNT SZ2 STD   ,2800
824747,,STEM SZ 8 SMT CMNT      ,2800
824749,,STEM SMT CMNT SZ5 HI    ,2800
824750,,STEM FEM 8 HIP CMNT     ,2800
824758,,STNT URE APMTZ 8.5X22   ,208.66
824759,,BIT DRL 2.7MM           ,2777.11
824766,,GRAFT MED BIF SEG       ,14500
824768,,GFT BFR 26X15X16.5      ,15100
824769,,GFT BFR 28X16X13.5      ,14500
824770,,GFT BFR 28X16X16.5      ,15100
824771,,GFT ILC CF 16X5.5       ,4050
824772,,GFT ILC CF 20X3.75      ,4050
824774,,GFT ILC 16X11.5         ,4850
824775,,GFT ILC 16X8.5          ,4450
824776,,GRAFT BN CHP CANC 30ML  ,785.7
824791,,SCREW CANN CORT 3.5X50  ,281.6
824792,,SCREW CANN CORT 3.5X55  ,281.6
824793,,SCREW CANN CORT 3.5X65  ,281.6
824794,,SCREW CANC 4X16 TI MAX  ,229.72
824795,,SCREW CANC 4X18 TI MAX  ,229.72
824796,,SCREW CANC 4X20 TI MAX  ,229.72
824797,,SCREW CANC 4X24 TI MAX  ,229.72
824798,,SCREW CANC 4X26 TI MAX  ,229.72
824799,,SCREW CANC 4X28 TI MAX  ,229.72
824803,,SCREW CANC 4X46 TI MAX  ,229.72
824809,,SCREW T15 S/T 4X40MM    ,296.8
824811,,TROC & SYR 12 BLNT TIP  ,1015
824812,,SLEEVE SUTURE EASYTRAK  ,480
824814,,CATHGD INFS CRMC 135CM  ,1014
824815,,TUBE GSTRM LP 20FX2.5   ,621
824818,,CTH MLKR CRICO 3.5M C   ,1188.25
824819,,ADHESIVE SURGICAL TUBE  ,480
824820,,STYLET BLU STR 52CM     ,640
824821,,INTRO SHTH LD HLS10105M ,1040
824822,,TIBTRY RP HYB UPC ACCS  ,1206
824826,,PAT RP CEM UPC ACCS     ,660
824830,,PLAT 04HPG ROT UNI KNEE ,6478.78
824831,,RETRIEVER SUT CPTR TRNVG,3984.75
824832,,IMPLANT BRST 575-50ML   ,1150
824833,,HEMOCLIP TI SMALL       ,71.49
824843,,OSTEOSET BEAD 25ML RSRB ,2550
824846,,IMPLANT BRST 225-270ML  ,1650
824847,,IMPLANT MAMMARY 625+CC  ,1150
824850,,BURR FLUT BALL 5MM      ,556
824851,,DRESSNG HMSTC SRGCL3.5X1,1389
824853,,DART CHRNDRL REPR SYS 18,346
824858,,ANCH QCK RC PNLK        ,788
824859,,SCREW BN 3.5X25MM PLRS  ,358
824864,,VALVE SHNT CSF MD56-90  ,1984
824884,,ROD 6 X 480 MM          ,360
824888,,PAD DEFIB 5.75X3.75IN   ,270
824890,,VALVE MTRL PRMT TRX 27MM,10000
824893,,STEM HIP PRIM OFST 15MM ,5000
824894,,BASEPLTE GNS2 RT KN SZ3 ,2000
824896,,COMP PTLR BCNVX 13X29MM ,500
824897,,INSERT ARTC KN 5-6 9MM  ,1100
824898,,INSERT ARTC 3-4 9MM     ,1590
824899,,INSERT ARTC KN 3-4 13MM ,1590
824903,,CATH STRAIGHT 15CM      ,1052.45
824904,,SCREW LAG 105MM         ,1020
824905,,SCREW BN CORT 4.5X72MM  ,198.4
824912,,SCREW BN 3.2MM 18MM     ,200
824913,,GFT VSC PRTN RNG 6X80X60,5450
824914,,GFT VSC PRTN RNG 8X80X70,5612
824916,,LEAD CPSR FXBP 5568     ,1300
824920,,COVER BURR HL .5X24MM   ,402
824921,,DRILL SHRT 1PC LK GD 2MM,836.53
824922,,WASHER CUP ORTHOPEDIC   ,57.2
824923,,LEAD ADPTR KIT BPLR 2872,1400
824924,,MESH SURG SPNL 20X17    ,7200
824930,,DRSG HEMOSTS SYVK 3X3   ,451
824931,,CORNEAL TREPHINE & PUNCH,418
824933,,BIT SURG DRL SS MED L30M,814.8
824934,,CATH BLN STNT GRFT 65   ,2953.65
824947,,INSERT ARTC KN 7-8 9MM  ,1590
824949,,SCREW CANC 4X45 ACMD    ,156
824951,,PLATE 4-HOLE BIO        ,1740
824952,,SCREW T2 LCK F-T5X37.5MM,420
824956,,COMPNT FEM KN 6481-1-111,8236.8
824957,,BLOCK AUG GMRS FEM 10MM ,1163.5
824958,,COMPNT TIB LT KN XS-XL  ,3883
824959,,BUSHNG KN FEM 6481-2-110,396
824960,,AXLE FEM KN 648-1-120   ,1357
824961,,INSERT BMPR GMRS PROX   ,814
824962,,SLEEVE KN TIBTRY ROT HNG,681
824965,,INSERT TIB 13XSM/SM     ,1512
824980,,LIGATOR BND MUL 6 SHO   ,3770
824981,,SET ANGFLSH 3 FLD DLV   ,1020
824982,,BAG COLLCT ANGFLSH 1500 ,154
824987,,BIT DRL CANN STRL 5MM   ,1780.34
824996,,SCREW T2 LCK F-T5X42.5MM,420
824998,,PATCH CV 6X1CM VSGRD GLB,345.36
825008,,GUIDEWIRE TORQUE DEVICE ,861
825009,,STPLR RLD VERSAFIRE 0   ,1140
825010,,STAPLER ENDO GIA 45 3.5 ,2080
825012,,STPLR ENDO HERN BLU     ,2455
825018,,TUBE JJNSTM 45CM 18FR SI,1446.27
825019,,PRB HM 20-23GA ERS      ,680.4
825020,,CNLA ART L1858 20F 15.5 ,350
825028,,MESH SRG CMPSX KGL 7X5.4,2006
825029,,PATCH HRNIA MONOFIL SM8 ,802
825030,,MESH HRN MNFL 12X12 CRCL,1158
825031,,MESH SURG 5.5X4.3IN     ,1508
825033,,INTEGRA BMWD 129 SQCM   ,33407.85
825036,,TIP VACURETE CRV 9MM    ,70.6
825037,,TIP VACURETE CR RND 10MM,70.6
825038,,TIP VACURETE CRV 11MM   ,70.6
825039,,VACURETTE 12MM CRVD     ,70.6
825040,,TIP VACURETE FLEX 6MM   ,81.49
825042,,TIP VACURETE STRT 7MM   ,70.6
825048,,GRAFT BN VOID FILLER 5ML,1250
825050,,STENT URETH 2CM 14MM    ,9440
825052,,HOOK RETR LNSTR 5MM     ,187.6
825053,,IMPLANT ALGRF OSTFL 5CC ,1642
825057,,SCREW CANN SHTH 7X20    ,330
825058,,SCREW CANN SHTH 7X25    ,330
825061,,SCREW ARTRX AR-1380E    ,330
825062,,SCREW ARTRX AR-1381E    ,330
825064,,SCREW INTFRNCE AR-1391E ,330
825071,,ANCH SUT CRKSCREW 5.0   ,330
825079,,GW XTN 145CMX.014IN     ,516.04
825081,,SCREW CORTEX 1.0X6      ,112
825082,,SCREW CORTEX 1.0X6      ,112
825084,,PLATE ADPT 34HL 100X1MM ,670
825089,,STNT VASC GD GLWNTL 270 ,1197
825090,,HEAD FEM HIP +0X12/14X28,700
825091,,HEAD FEM HIP +4X12/14X28,700
825106,,CANNULA PRFSN 5.5IN 7FR ,470.2
825110,,HEAD FEM 12-14 0MM      ,346.5
825112,,KIT CRTD SHNT           ,500
825114,,STAPLER ENDO GIA 45 2.5 ,1831
825118,,CTHEP DYNMC 6F DP LC 252,2885.75
825125,,SCREW DCP PROX 3.5X44MM ,41.16
825126,,SCREW CORTEX 3.5X46MM 20,41.16
825127,,SCREW CORTEX3.5X48MM 204,41.16
825134,,CATH BLN APEX NC 2.75X20,1023
825136,,CATH BLN APEX NC 3.0X20 ,1023
825138,,SCREW BN 2.5MM 30MM DART,474
825139,,NUT 5.0MM SCREW         ,270
825140,,SCREW LCK 4.0X14        ,236
825141,,SCRW NG 4.0X16MM        ,292.6
825142,,SCREW LCK 4.0X18        ,292.6
825143,,SCREW LCK 4X22 LRG HEX  ,236
825144,,SCREW LOCKING 4.0MM 26MM,236
825145,,SCREW LOCKING 4.0MM 30MM,236
825146,,SCREW LOCKING 4.0MM 34MM,236
825147,,SCREW LOCKING 4.0X38MM  ,236
825148,,SCREW LOCKING 4.0MM 42MM,236
825149,,SCREW LCK THRD LG 4X46MM,236
825150,,SCREW LOCKING 4.0MM 50MM,236
825151,,SCREW LCK 4.0X54        ,236
825152,,SCREW BN LCK THRD 4X62MM,236
825153,,PLATE LOCKING CALCAN SHO,1337.28
825154,,PLATE LCK LCP 69X3.5MM  ,1337.28
825155,,PLATE LOCKING CALCAN LON,1252.1
825156,,PLATE LOCKING CALCAN LON,1252.1
825161,,GWIRE ORTH LCK 2.5X5MM  ,869.12
825170,,CAP PROTCT OD4MM USE W/F,78.4
825171,,CAP FOR 5.0 FX PIN      ,73.2
825172,,CAPS PROTECTIVE 6MM     ,67.2
825176,,NAIL- IM TI TROCH 300   ,3036
825177,,NAIL ORTHO TI 130X320X11,2854.6
825178,,NAIL ORTHO TI 130DD ANG ,2854.6
825179,,NAIL FEM TROCH 456.417S ,2854.6
825180,,NAIL TI 130MM X 380MM   ,2854.6
825181,,NAIL 11MM 400CM LT TROCH,2854.6
825182,,NAIL ORTHO TI 130X420X11,3452.3
825183,,NAIL IM TI 130DD L440MM ,3319.3
825184,,INS ACTB 58MM 36MM      ,2200
825185,,HEAD FEM 8.5MM 12 14 TPR,700
825187,,PCR PLSR MX2 DR 1280    ,11160
825190,,ARTHROWAND 2.5MM 90DEG  ,1405.53
825195,,ARTHROWAND A 2530-01    ,1054
825197,,35 DEG ARTHROWAND 2.3   ,1351.21
825201,,ARTHROWAND AS 1335-01   ,1299
825209,,ROD SPN TI L1 DIAPASON  ,360
825210,,STEM FEM STD CMNT 11X120,2800
825211,,STEM FEM SM 15.0MM AML S,4500
825212,,BLADE RMR 35MM PILT HL K,679
825214,,BIT DRL ASNS TWST150X3.5,1902.83
825215,,WAFER DURA 21/4 57MM    ,46
825216,,BARRIER SKN SURFT 2.75IN,14
825218,,GRFT VSC PRPTN TW 8X80  ,4656
825219,,COMPONENT FEMORAL E KN L,8172
825220,,COMPONENT FEMORAL E KN R,8172
825221,,COMPNT KN LT G 76.5X70.5,8172
825222,,SRFC ARTC GRN G-H 5-6 17,2008
825223,,SRFC ARTC SZ CH 3-4 H10 ,2132
825224,,SRFC ARTC SZ 3-4 14     ,2132
825225,,SRFC ARTC SZ CH 3-4 H17 ,2132
825226,,SRFC ARTC SZ CH 5-6 H10 ,2132
825227,,SRFC ARTC SZ CH 5-6 12  ,2132
825228,,SRFC ARTC SZ CH 5-6 H14 ,2217.28
825229,,ARTICULAR SURFACE SZ BLU,2132
825236,,LNR ACTB OD40 ID26 H    ,716
825237,,LINER BIPOLAR 32X50     ,716
825238,,BIP MTL SHL 62 OD       ,1164
825239,,SHELL BIPOL METAL 64OD  ,1164
825240,,LINER ASSY 64/66M ODX28 ,716
825241,,LINER XLPE 0 DEG 58X36  ,1500
825242,,LINER ACTB 10DD 58 36   ,1500
825243,,LINER XLPE 10D 36X64    ,1500
825244,,TRLG ACET LNR XLNK 10   ,1100
825245,,HIP ACTB LNR 68X36      ,2734
825246,,LINER XLPE 10D 36X70    ,2734
825247,,LINER XLPE 10D 36X72    ,2734
825248,,LINER XPLE 10D 36X78    ,2734
825249,,STEM FEM CMNT STD 11X120,5750
825250,,STEM FEM CMNT STD 12X125,3000
825251,,STM ADVO V CEM ST 12X125,5750
825252,,STEM FEM CMNT XTN 12X125,3000
825253,,STEM FEM CMNT STD 13X130,2800
825254,,STEM FEM CMNT XTN 12X130,3000
825255,,STEM VLIGN CMNT 13X130  ,5750
825257,,STEM FEM CMNT STD 14X135,3000
825258,,STEM FEM CMNT XTN 14X135,3000
825259,,STEM FEM STD CMNT 15X140,5750
825260,,STEM FEM CMNT XTN 15X140,3000
825261,,STEM FEM STD SZ 16X145  ,2800
825262,,STEM FEM 145MM 16MM NON ,5980
825263,,STEM FEM STD CMNT 17X150,3000
825264,,STEM FEM FBR 786201920  ,8344
825265,,STEM FEM MLT 155MM SZ 20,8344
825266,,HEAD HIP FEM 36MM       ,700
825267,,HEAD FEM 12/14 +10.5 36M,700
825268,,HEAD FEM 12/14TAPER L-3 ,1600
825269,,STEM FEM 125MM 12MM     ,4800.16
825270,,NAIL HUM T2 9X230       ,2940.8
825271,,SRFC ARTC RHK SZ E H14  ,3735
825273,,ROD SPNL TI L80 DIAPAS  ,360
825274,,HEAD FEM COCR STD 28MM  ,700
825276,,COMPONENT FEM 1 RT KN TT,11107.44
825282,,IMP POR HP W/TM CUP&XLPE,14414
825283,,POR HA CTD HP W/CER CP X,16244
825290,,STEM FEM HIP TPRLK 5X130,5570
825291,,STENT XPRS PM 6X30X75   ,1945.72
825292,,STENT XPRS PM 7X30X75   ,1945.72
825293,,STENT XPRS PM 6X30X135  ,1700
825294,,STENT XPRS PM 7X30X135  ,1800
825295,,STENT XPRS PM 8X30X135  ,1800
825296,,TRAY TIB 4 MBT REV      ,5268.9
825297,,TRAY SLEEVE MBT POROUS 3,2895.9
825300,,OCLDR AGA ASD 8         ,11682
825301,,OCCLUDER CV 10X3MM      ,14882
825302,,SCREW BN 15MM ORTH S/T R,110
825303,,SCREW BN 20MM ORTH S/T R,110
825304,,SCREW BN 25 ORTH ST ROOF,270.64
825305,,SCREW  ST ROOF PILE OD30,110
825310,,STEM FEM LG OD15.0MM AML,8622.06
825311,,STEM FM AML LG OD16.    ,5000
825313,,DTEM FEM HP 19.55MM     ,8290.46
825314,,STEM FEMORAL +6 11/13   ,3800
825315,,STEM FEM 10.5MM         ,8290.46
825316,,SHELL ACTB 60MM 3HL     ,2630
825320,,INSERT NO1 TRIPLUS TIB  ,4142.6
825331,,INSERT TRTHLN TIB G-511 ,3042.2
825332,,INSERT TRTHLN TIB G-516 ,3360
825333,,INSERT KN TRTHLN 5 2MM2 ,4142.6
825337,,INSERT TRIDENT 10 PLY 36,2989.44
825342,,INSERT TIB 6 9MM KN TTL ,4142.6
825343,,INSRT KN TIB 6 TTL 11MM ,4419.8
825344,,STNT GFMSTR OW 3X12     ,4790
825351,,CTHGD ATTN 6216A-MB2    ,1206
825352,,CTHGD ATTN 6218A-AM     ,1206
825353,,MESH HERNIA LRG 11X8CM  ,973.04
825355,,GFT CV DSTFL SB 8X80    ,3688
825357,,SCREW BN 6-5.6MM 150MM  ,1459.85
825361,,IMPLANT BRST 45-550ML   ,1650
825375,,SCREW AS3 CANN 60-4626S ,359.28
825376,,GWIRE ORTH HIP 300X3.2MM,1246.03
825377,,GWTX NTRX 018 80 INT A  ,1031.01
825378,,GWIRE EXCHNG X-CLRTR    ,2934
825380,,NAIL ORTHO RUSH L6 IN OD,758.62
825381,,NAIL ORTHO RUSH 3/32 X 7,758.62
825384,,NAIL ORTHO RUSH L9.5IN O,758.62
825386,,IMPL BREAST 20-450      ,1650
825387,,IMPLANT BREAST SIL 475ML,1650
825388,,IMPLANT BREAST 20-550   ,1650
825389,,KWIRE FXTN .045X20MM    ,240
825392,,PLATE BROAD LCP 4.5MM 8 ,976.6
825394,,SPACER FEM 17MM ACLD-C M,175
825395,,SPACER FEM ACLDE DIST   ,175
825396,,SPACER TEMP FEM LG 17MM ,175
825399,,ROD SPNL TI L9 DPSN     ,360
825400,,ROD SPNL TI L100 DIAPA  ,360
825402,,INSERT TIB KN TRTHL 6X25,4149.6
825404,,SCREW BN 5X1.6X2.9 CRNMX,127
825406,,SCREW CRANI TI 2.0MM EME,130
825408,,SCREW CRANI TI 2.0MM EME,130
825410,,PLATE BN 12MMX.5MM STR C,92.8
825411,,PLATE BN .5MM STR CRNMXF,118.4
825412,,PLATE BN 14X14X.5MM BX C,472
825413,,PLATE BN .5MM Y CRNMXF  ,508
825414,,PLATE BN 21X.5MM 2Y CRNM,472
825415,,COVER BURR HOLE 17MM    ,491.2
825417,,PLATE BN TI 45X38MM RCTN,2228
825418,,MESH DYNMC SLVR 100X100X,5008
825419,,SCREW BN 4X 1.6MM 400834,25.4
825421,,PLATE BN .5MM X CRNMXF T,590
825422,,PLATE BN 18MM 2Y CRNMXF ,608
825423,,PLATE BN .5MM CRNMX TI20,868
825426,,COVER BUR HL .5MM 12MM C,1990.76
825428,,GRAFT CV PTFE L50CM OD8 ,5040
825431,,CMPNT FEM 3D SZ6 LT NPOR,4082.4
825432,,CMPNT FEM 3D SZ6 RT NPOR,4082.4
825433,,CMPNT TIB 6 LT 3D KN NPO,2618
825443,,SCREW BNE LAG 1PC 11X95 ,429.56
825445,,CAP NAIL LOCKING 0MM    ,309.28
825447,,SOL IRR NS 250ML BTL    ,18.8
825449,,CANNULA PRFSN BIO-MEDICU,1493.8
825454,,STENT VASC 8X27X30MM75CM,1945.72
825455,,BONE FRAFT 2/28/03      ,2500
825467,,NAIL HUM IM TI T2 7X23MM,3139.56
825471,,INSERT ACTB 52-55X32MM  ,1614.6
825473,,SHELL HIP REFLC 50MM E  ,2630
825474,,STEM HIP PRIM OFST 12MM ,5000
825478,,INSERT TIB 8 13MM KN TTL,4142.6
825479,,COMPNT VNGRD KN 37X10 3 ,500
825480,,PLATE TIB MNOBLK CR 3X14,7024
825484,,BAR XTRN FX L300 JTX    ,1212.02
825486,,PIN HALF LNG JTX 30X5MM ,836.53
825489,,CMPNT FEM 25 MED LWR EXT,3384
825491,,STEM HIP RSTR 6020-2530 ,5000
825492,,STEM HIP RSTR 6020-3535 ,5765.72
825493,,STEM HIP RSTR 6020-4535 ,5765.72
825494,,STEM HIP RSTR 6021-2530 ,5765.72
825496,,STEM FEM CMNTLS TMZF+3.5,5765.72
825497,,STEM FEM 5.5            ,5765.72
825498,,STEM FEM CMNT XTN 105MM ,7879.5
825499,,SCREW VECTRA TI 4MM X 14,194
825501,,PLATE TIB MNOBLK CR SZ 7,7024
825502,,KNEE TIB MONO NEX 4X10  ,7024
825503,,CUP IMPLEX REMOVAL      ,2000
825506,,GRAFT HUM TIS AMBIO2X1CM,950
825509,,SCREW POLY 3.5X14       ,1876.1
825510,,SET SCREW PEAK          ,157.22
825513,,VALVE AORTIC 21MM AVG   ,11460
825514,,VALVE AORTIC 23MM AVG   ,9800
825515,,VALVE AORTIC 25MM AVG   ,10448
825516,,VALVE AORTIC 27MM AVG   ,9800
825517,,VALVE  MTRL 27 STD SER  ,9800
825522,,SET INTERLNK Y TYPE BLD ,55
825531,,CMPNT TIBTRAY 202-04-44 ,3200
